Chemical composition,At Temperature (K),conductivity (S/cm),Seebeck coefficient (uV/K),Total thermal conductivity (W/mK),figure of merit ZT,Reference,Paper DOI
Sr0.21Yb0.03Co4Sb12.12,500,2431.82,-146,3.77,0.68748905994695,Expt,10.1007/s00339-010-5711-3
La0.2Ca0.8TiO3,432,1924.73,-72,3.776,0.114152800271186,Expt,https://doi.org/10.1016/j.cej.2021.131121 
Sr0.21Co4Sb12.25,550,1550,-170,3.8,0.648348684210526,Expt,10.1007/s00339-010-5711-3
Ba0.15Yb0.01Co4Sb12,500,1275,-165,3.82,0.445,Expt,https://doi.org/10.1063/1.2920210
Zn0.875Cd0.125Sc0.02O1.03,673,328.6,-110,3.83,0.0698665373368146,Expt,10.1039/c6ta03126a
Sr0.21Yb0.03Co4Sb12.12,450,2600,-136,3.85,0.562086233766234,Expt,10.1007/s00339-010-5711-3
La0.15Ca0.85TiO3,432,1151,-86,3.85,0.105,Expt,https://doi.org/10.1016/j.cej.2021.131121 
Sr0.11Ba0.18Co4Sb12.09,700,2318.18,-154,3.87,0.994433328578811,Expt,10.1007/s00339-010-5711-3
Sr0.11Ba0.18Co4Sb12.09,650,2425.93,-149,3.9,0.897634532166667,Expt,10.1007/s00339-010-5711-3
Sr0.16Yb0.03Co4Sb11.82,350,2731.82,-126,3.9,0.389221308,Expt,10.1007/s00339-010-5711-3
Sr0.21Co4Sb12.25,500,1654.55,-162,3.92,0.553852170918367,Expt,10.1007/s00339-010-5711-3
Sr0.11Ba0.18Co4Sb12.09,600,2560.18,-144,3.93,0.810502175267176,Expt,10.1007/s00339-010-5711-3
Sr0.21Yb0.03Co4Sb12.12,400,2872.73,-127,3.94,0.47039860071066,Expt,10.1007/s00339-010-5711-3
CuFe0.98In0.02S2,390,47.15,-348.8,4,0.055929284736,Expt,10.1021/acs.jpcc.6b10308
Sr0.11Ba0.18Co4Sb12.09,550,2713.64,-137,4,0.70031925095,Expt,10.1007/s00339-010-5711-3
CoAsSb,700,685.2,-104.1,4,0.12994418871,Expt,https://doi.org/10.1021/acs.chemmater.7b05170
TiNiSn,630,806.2,-151,4.0163,0.3227,Expt,https://doi.org/10.1021/acsami.1c14723
CaTiO3,432,36,-259,4.03,0.0258869407444169,Expt,https://doi.org/10.1016/j.cej.2021.131121 
Ba0.15Yb0.01Co4Sb12,400,1440,-146.2,4.04,0.3185,Expt,https://doi.org/10.1063/1.2920210
Sr0.16Yb0.03Co4Sb11.82,300,2968.18,-116,4.05,0.295850593185185,Expt,10.1007/s00339-010-5711-3
TiNiSn,526,719.38,-145.12,4.0543,0.2173,Expt,https://doi.org/10.1021/acsami.1c14723
Sr0.11Ba0.18Co4Sb12.09,500,2886.36,-130,4.06,0.600732561576355,Expt,10.1007/s00339-010-5711-3
La0.25Ca0.75TiO3,321,2452,-48,4.063,0.0446335212404627,Expt,https://doi.org/10.1016/j.cej.2021.131121 
Ba0.03Co4Sb12,500,276.6,-244.14,4.075,0.202289083844908,Expt,https://doi.org/10.1063/1.2920210
Mg2Sn0.995Sb0.005,444,1385.96,-170.09,4.0755,0.436827862284641,Expt,https://doi.org/10.1021/acsami.0c17462
Sr0.21Yb0.03Co4Sb12.12,350,3150,-119,4.08,0.382659375,Expt,10.1007/s00339-010-5711-3
TiNiSn,424,697.67,-114.42,4.1033,0.1054,Expt,https://doi.org/10.1021/acsami.1c14723
Sr0.21Co4Sb12.25,450,1786.36,-156,4.11,0.475980185693431,Expt,10.1007/s00339-010-5711-3
Mg2Sn0.995Sb0.005,544,1026.32,-187.93,4.1132,0.479395653588763,Expt,https://doi.org/10.1021/acsami.0c17462
Sr0.11Ba0.18Co4Sb12.09,450,3097.22,-123,4.16,0.506875688004808,Expt,10.1007/s00339-010-5711-3
Nb0.75Ta0.25CoSn0.9Sb0.1,628,960.28,-149.23,4.1856,0.320857417162833,Expt,https://doi.org/10.1021/acsaem.1c02293
ZrNiSn,376,369.66,-101.04,4.22,0.0336251730616174,Expt,https://doi.org/10.1021/acsami.1c05639
Sr0.21Yb0.03Co4Sb12.12,300,3422.73,-109,4.23,0.288407483191489,Expt,10.1007/s00339-010-5711-3
CuFe0.96In0.04S2,300,34.88,-363.6,4.2315,0.0325,Expt,10.1021/acs.jpcc.6b10308
Sr0.11Ba0.18Co4Sb12.09,400,3347.22,-115,4.25,0.416630442352941,Expt,10.1007/s00339-010-5711-3
Zn0.875Cd0.125Sc0.02O1.03,573,355.7,-101,4.25,0.0489206596729412,Expt,10.1039/c6ta03126a
La0.2Ca0.8TiO3,321,3392.47,-52,4.273,0.0689119981390124,Expt,https://doi.org/10.1016/j.cej.2021.131121 
Sr0.21Co4Sb12.25,400,1954.54,-147,4.29,0.39380563972028,Expt,10.1007/s00339-010-5711-3
Mg2Sn0.995Sb0.005,646,1043.8,-187,4.302,0.548103553258949,Expt,https://doi.org/10.1021/acsami.0c17462
Co0.97Ni0.03GeTe,626,715.42,-118.09,4.313,0.144804546295141,Expt,https://doi.org/10.1021/acs.inorgchem.1c01538
Zn0.9Cd0.1Sc0.02O1.03,673,430,-107.6,4.34,0.0772001835576037,Expt,10.1039/c6ta03126a
Nb0.8Ta0.2CoSn0.9Sb0.1,628,995.74,-145.19,4.3454,0.303353666044424,Expt,https://doi.org/10.1021/acsaem.1c02293
Nb0.75Ta0.25CoSn0.9Sb0.1,530,1059.57,-134.04,4.3454,0.232190582662755,Expt,https://doi.org/10.1021/acsaem.1c02293
Ba0.15Yb0.01Co4Sb12,300,1797,-125.1,4.35,0.193952192896552,Expt,https://doi.org/10.1063/1.2920210
Zn0.9Cd0.1Sc0.04O1.06,673,341.67,-119,4.38,0.0743432810390411,Expt,10.1039/c6ta03126a
Zn0.9Cd0.1Sc0.03O1.045,673,400,-111,4.38,0.0757263287671233,Expt,10.1039/c6ta03126a
TiNiSn,323,604.7,-82.8,4.3804,0.0305695745298146,Expt,https://doi.org/10.1021/acsami.1c14723
Zn0.9Cd0.1Sc0.01O1.015,673,444,-112,4.394,0.0853049096040055,Expt,10.1039/c6ta03126a
Zn0.85Cd0.15Sc0.02O1.03,673,192,-86,4.42,0.0216217542081448,Expt,10.1039/c6ta03126a
Mg2Sn0.99Sb0.01,646,1675.44,-170.86,4.4277,0.713615072434445,Expt,https://doi.org/10.1021/acsami.0c17462
Nb0.85Ta0.15CoSn0.9Sb0.1,628,1028.37,-143.24,4.428,0.299247172077975,Expt,https://doi.org/10.1021/acsaem.1c02293
Sr0.11Ba0.18Co4Sb12.09,350,3675.93,-105,4.45,0.318752694101124,Expt,10.1007/s00339-010-5711-3
La0.7Co4Sb12,573,350.88,-201,4.46,0.182125389018834,Expt,https://doi.org/10.1016/j.matchemphys.2005.07.068
Co0.97Ni0.03GeTe,551,720.74,-117.02,4.4885,0.121157187245946,Expt,https://doi.org/10.1021/acs.inorgchem.1c01538
Nb0.8Ta0.2CoSn0.9Sb0.1,530,1090.78,-131.15,4.49,0.221464073977094,Expt,https://doi.org/10.1021/acsaem.1c02293
Nb0.75Ta0.25CoSn0.9Sb0.1,430,1160.28,-120,4.49,0.160010106013363,Expt,https://doi.org/10.1021/acsaem.1c02293
La0.7Co4Sb12,473,339.8,-197.3,4.52,0.138420448145265,Expt,https://doi.org/10.1016/j.matchemphys.2005.07.068
Zn0.96Al0.04O,473,541,-75,4.52,0.0318450912610619,Expt,https://doi.org/10.1016/j.jpcs.2010.06.006
Nb0.9Ta0.1CoSn0.9Sb0.1,628,1121.99,-139.05,4.536,0.300343038729107,Expt,https://doi.org/10.1021/acsaem.1c02293
Sr0.21Co4Sb12.25,350,2177.27,-136,4.58,0.307746180611354,Expt,10.1007/s00339-010-5711-3
Co0.99Ni0.01GeTe,626,529.26,-125.32,4.5954,0.113229830757632,Expt,https://doi.org/10.1021/acs.inorgchem.1c01538
Nb0.75Ta0.25CoSn0.9Sb0.1,338,1219.86,-105,4.603,0.0987561872039974,Expt,https://doi.org/10.1021/acsaem.1c02293
Mg2Sn0.99Sb0.01,544,2168.14,-153.02,4.6478,0.594203472059178,Expt,https://doi.org/10.1021/acsami.0c17462
Mg2Sn0.98Sb0.02,646,2292,-141.38,4.674,0.633190481822439,Expt,https://doi.org/10.1021/acsami.0c17462
TiNiSn,398,483.44,-174.92,4.691,0.125498679941555,Expt,https://doi.org/10.1021/acs.chemmater.7b02685
CaTiO3,321,54,-252.3,4.692,0.0235166410242967,Expt,https://doi.org/10.1016/j.cej.2021.131121 
Nb0.85Ta0.15CoSn0.9Sb0.1,530,1119.15,-130.29,4.696,0.214416522703853,Expt,https://doi.org/10.1021/acsaem.1c02293
TiNiSn,297,324.5,-165.41,4.7047,0.0560483379139935,Expt,https://doi.org/10.1021/acs.chemmater.7b02685
VFeSb,700,560.24,-187.2,4.723,0.2778,Expt,https://doi.org/10.1021/acs.chemmater.0c01189
Nb0.8Ta0.2CoSn0.9Sb0.1,430,1181.56,-116.15,4.7268,0.145009160113248,Expt,https://doi.org/10.1021/acsaem.1c02293
Ba0.03Co4Sb12,400,340,-244.3,4.753,0.167,Expt,https://doi.org/10.1063/1.2920210
Co0.99Ni0.01GeTe,551,484.04,-139.57,4.7576,0.109201620370161,Expt,https://doi.org/10.1021/acs.inorgchem.1c01538
Nb0.95Ta0.05CoSn0.9Sb0.1,628,1170.21,-133.27,4.766,0.273863532810735,Expt,https://doi.org/10.1021/acsaem.1c02293
Mg2Sn0.99Sb0.01,444,2894,-133,4.7799,0.475516912571393,Expt,https://doi.org/10.1021/acsami.0c17462
TiNiSn,498,642.38,-179.24,4.7987,0.214174432233785,Expt,https://doi.org/10.1021/acs.chemmater.7b02685
Nb0.85Ta0.15CoSn0.9Sb0.1,430,1211.35,-114.42,4.804,0.141951173563701,Expt,https://doi.org/10.1021/acsaem.1c02293
Nb0.9Ta0.1CoSn0.9Sb0.1,530,1211.35,-125.77,4.8093,0.211162972204686,Expt,https://doi.org/10.1021/acsaem.1c02293
VFeSb,600,672,-203.8,4.867,0.334,Expt,https://doi.org/10.1021/acs.chemmater.0c01189
Sr0.21Co4Sb12.25,300,2400,-126,4.87,0.23471704312115,Expt,10.1007/s00339-010-5711-3
Co0.95Ni0.05GeTe,626,1253.97,-87.87,4.9084,0.123481752670863,Expt,https://doi.org/10.1021/acs.inorgchem.1c01538
Nb0.8Ta0.2CoSn0.9Sb0.1,338,1229.79,-104.23,4.9175,0.0918308838866895,Expt,https://doi.org/10.1021/acsaem.1c02293
Zn0.9Cd0.1Sc0.03O1.045,573,440,-92.7,4.93,0.043946050198783,Expt,10.1039/c6ta03126a
Zn0.9Cd0.1Sc0.01O1.015,573,490,-101,4.94,0.0579784366396761,Expt,10.1039/c6ta03126a
Co0.97Ni0.03GeTe,478,760.64,-109.15,4.9466,0.0875684663362148,Expt,https://doi.org/10.1021/acs.inorgchem.1c01538
Zn0.9Cd0.1Sc0.04O1.06,573,376.04,-110.2,4.9545,0.0528143601032758,Expt,10.1039/c6ta03126a
Nb0.95Ta0.05CoSn0.9Sb0.1,530,1270.92,-119.04,4.9583,0.192507263281612,Expt,https://doi.org/10.1021/acsaem.1c02293
VFeSb,550,759,-204.6,4.9639,0.3429,Expt,https://doi.org/10.1021/acs.chemmater.0c01189
Co0.95Ni0.05GeTe,551,1338.62,-75.74,4.969,0.0851511491028358,Expt,https://doi.org/10.1021/acs.inorgchem.1c01538
Nb0.85Ta0.15CoSn0.9Sb0.1,338,1259.57,-103.27,4.9794,0.0911822590228926,Expt,https://doi.org/10.1021/acsaem.1c02293
Zn0.9Cd0.1Sc0.02O1.03,573,475.7,-99,5,0.053430367122,Expt,10.1039/c6ta03126a
Zn0.85Cd0.15Sc0.02O1.03,573,198,-79,5,0.01416132828,Expt,10.1039/c6ta03126a
Nb0.9Ta0.1CoSn0.9Sb0.1,430,1293.62,-111.1,5.015,0.136909113214078,Expt,https://doi.org/10.1021/acsaem.1c02293
Zn0.875Cd0.125Sc0.02O1.03,473,383.3,-93,5.08,0.0298,Expt,10.1039/c6ta03126a
TiNiSn,598,794.7,-177.08,5.0872,0.292930512648762,Expt,https://doi.org/10.1021/acs.chemmater.7b02685
CoSb3.0,473,31.25,-105,5.1,0.00319535845588235,Expt,https://doi.org/10.1016/S0925-8388(00)01275-5
Mg2Sn0.995Sb0.005,350,1956.14,-148.1,5.1069,0.294049700461924,Expt,https://doi.org/10.1021/acsami.0c17462
Co0.99Ni0.01GeTe,478,481.38,-142.34,5.1136,0.091168143024812,Expt,https://doi.org/10.1021/acs.inorgchem.1c01538
Mg2Sn0.98Sb0.02,544,3044.64,-117.3,5.17,0.440798724948673,Expt,https://doi.org/10.1021/acsami.0c17462
CuFe0.98In0.02S2,300,45,-358.2,5.202,0.0332977266435986,Expt,10.1021/acs.jpcc.6b10308
VFeSb,500,861.4,-201.5,5.2048,0.335985803008761,Expt,https://doi.org/10.1021/acs.chemmater.0c01189
Cu0.9Pd0.1FeS2,300,273.84,-168,5.227,0.0443592509661374,Expt,https://doi.org/10.1021/acs.jpcc.0c06490
Nb0.95Ta0.05CoSn0.9Sb0.1,430,1350.35,-102.885,5.245,0.117185380805679,Expt,https://doi.org/10.1021/acsaem.1c02293
Co0.95Ni0.05GeTe,478,1444.44,-66.38,5.2519,0.0579275887309775,Expt,https://doi.org/10.1021/acs.inorgchem.1c01538
TiNiSn,697,913.91,-172.32,5.255,0.359943934068834,Expt,https://doi.org/10.1021/acs.chemmater.7b02685
La1.25Co4Sb12,373,2450,-64,5.2647,0.0710986305012631,Expt,https://doi.org/10.1016/j.matchemphys.2005.07.068
ZrNiPb0.94Sn0.4Bi0.02,673,2246.55,-142.32,5.309,0.576833265554993,Expt,https://doi.org/10.1021/acs.chemmater.6b04898
Nb0.9Ta0.1CoSn0.9Sb0.1,338,1343.26,-100.96,5.32,0.0869888990136204,Expt,https://doi.org/10.1021/acsaem.1c02293
Zn0.97Al0.03O,673,375,-94,5.38,0.051,Expt,https://doi.org/10.1016/j.jpcs.2010.06.006
Ti0.99Mn0.01NiSn0.99Sb0.01,697,1066.5,-167.3,5.39,0.386008399186364,Expt,https://doi.org/10.1021/acs.chemmater.7b02685
NbCoSn0.9Sb0.1,628,1209.93,-129.23,5.3958,0.235174773112052,Expt,https://doi.org/10.1021/acsaem.1c02293
Ti0.97Mn0.03NiSn0.97Sb0.03,598,1397.35,-140.76,5.396,0.306826565367629,Expt,https://doi.org/10.1021/acs.chemmater.7b02685
CoSb3.0,423,29.41,-200,5.4,0.00921513333333333,Expt,https://doi.org/10.1016/S0925-8388(00)01275-5
Ti0.97Mn0.03NiSn0.97Sb0.03,697,1385,-147.2,5.4,0.387350759348148,Expt,https://doi.org/10.1021/acs.chemmater.7b02685
Ba0.03Co4Sb12,300,399,-219.66,5.4135,0.106688588109726,Expt,https://doi.org/10.1063/1.2920210
Ti0.99Mn0.01NiSn0.99Sb0.01,598,1052.98,-167.35,5.4564,0.323196418519278,Expt,https://doi.org/10.1021/acs.chemmater.7b02685
Ti0.97Mn0.03NiSn0.97Sb0.03,498,1417.22,-128.43,5.4564,0.213350360064985,Expt,https://doi.org/10.1021/acs.chemmater.7b02685
ZrNiPb,673,296.03,-198.8,5.47,0.145,Expt,https://doi.org/10.1021/acs.chemmater.6b04898
Zn0.9Cd0.1Sc0.02O1.03,473,520,-86.5,5.5,0.033460622,Expt,10.1039/c6ta03126a
Ti0.99Mn0.01NiSn0.99Sb0.01,498,1000,-158.1,5.5235,0.225360980899792,Expt,https://doi.org/10.1021/acs.chemmater.7b02685
Ti0.98Mn0.02NiSn0.98Sb0.02,697,1523.18,-153.7,5.56,0.451083508948514,Expt,https://doi.org/10.1021/acs.chemmater.7b02685
Nb0.95Ta0.05CoSn0.9Sb0.1,338,1400,-89.3,5.562,0.0678448160373966,Expt,https://doi.org/10.1021/acsaem.1c02293
Ti0.98Mn0.02NiSn0.98Sb0.02,598,1609.27,-152.43,5.577,0.400931661722018,Expt,https://doi.org/10.1021/acs.chemmater.7b02685
ZrNiPb0.94Sn0.4Bi0.02,475,2930,-115.61,5.577,0.333542659945759,Expt,https://doi.org/10.1021/acs.chemmater.6b04898
Ti0.98Mn0.02NiSn0.98Sb0.02,498,1589,-143.3,5.604,0.28996627809743,Expt,https://doi.org/10.1021/acs.chemmater.7b02685
Zn0.9Cd0.1Sc0.03O1.045,473,483.33,-92.7,5.62,0.0349565083050907,Expt,10.1039/c6ta03126a
Ti0.97Mn0.03NiSn0.97Sb0.03,398,1423.84,-112.2,5.631,0.126690616060181,Expt,https://doi.org/10.1021/acs.chemmater.7b02685
Ti0.95Mn0.05NiSn0.95Sb0.05,697,1795,-154.2,5.644,0.527082956566265,Expt,https://doi.org/10.1021/acs.chemmater.7b02685
Co0.95Ni0.05GeTe,394,1589.95,-54.89,5.6489,0.0334119839224916,Expt,https://doi.org/10.1021/acs.inorgchem.1c01538
Ti0.9Mn0.1NiSn0.9Sb0.1,697,2403.97,-125.84,5.651,0.46954144665172,Expt,https://doi.org/10.1021/acs.chemmater.7b02685
ZrNiPb0.9Sn0.8Bi0.02,673,1417.47,-175.24,5.6585,0.517719006463392,Expt,https://doi.org/10.1021/acs.chemmater.6b04898
Ti0.95Al0.05O2,296,21.04,-238.95,5.67,0.00627145712228571,Expt,https://doi.org/10.1021/jp302652c
Zn0.875Cd0.125Sc0.02O1.03,373,410,-83,5.67,0.0185808601410935,Expt,10.1039/c6ta03126a
Zn0.9Cd0.1Sc0.04O1.06,473,411.46,-102,5.7,0.0355233774442105,Expt,10.1039/c6ta03126a
Zn0.9Cd0.1Sc0.01O1.015,473,535.42,-92,5.7,0.0376059469866667,Expt,10.1039/c6ta03126a
Ti0.96Al0.04O2,296,21.12,-282.2,5.72,0.00870369402092308,Expt,https://doi.org/10.1021/jp302652c
Mg2Sn0.98Sb0.02,444,3464.29,-99.22,5.7296,0.264284292528483,Expt,https://doi.org/10.1021/acsami.0c17462
Zn0.85Cd0.15Sc0.02O1.03,473,200,-70,5.75,0.00806156521739131,Expt,10.1039/c6ta03126a
ZrNiPb,475,165.7,-260.8,5.768,0.0928124079889043,Expt,https://doi.org/10.1021/acs.chemmater.6b04898
CuFeS2,390,51.43,-359,5.787,0.0446700610627268,Expt,10.1021/acs.jpcc.6b10308
NbCoSn0.9Sb0.1,530,1300,-115.05,5.792,0.157457704117749,Expt,https://doi.org/10.1021/acsaem.1c02293
Ti0.98Mn0.02NiSn0.98Sb0.02,398,1596.03,-121.3,5.7987,0.161181459274986,Expt,https://doi.org/10.1021/acs.chemmater.7b02685
Ti0.97Al0.03O2,296,20.77,-322.67,5.812,0.011013358596058,Expt,https://doi.org/10.1021/jp302652c
Ti0.99Mn0.01NiSn0.99Sb0.01,398,944,-142.92,5.8255,0.131737032048696,Expt,https://doi.org/10.1021/acs.chemmater.7b02685
CoGeTe,626,90.43,-111.49,5.826,0.0120778105946536,Expt,https://doi.org/10.1021/acs.inorgchem.1c01538
Zn0.96Al0.04O,373,637.6,-65,5.83,0.0172351591766724,Expt,https://doi.org/10.1016/j.jpcs.2010.06.006
ZrNiPb0.92Sn0.6Bi0.02,475,2769.64,-126.9,5.8374,0.36292820673913,Expt,https://doi.org/10.1021/acs.chemmater.6b04898
Co0.97Ni0.03GeTe,394,845.74,-94.89,5.84,0.0513761006913849,Expt,https://doi.org/10.1021/acs.inorgchem.1c01538
ZrNiPb0.92Sn0.6Bi0.02,673,2184.7,-152.5,5.854,0.582,Expt,https://doi.org/10.1021/acs.chemmater.6b04898
Ti0.95Mn0.05NiSn0.95Sb0.05,598,1973.51,-140.865,5.855,0.399962998077008,Expt,https://doi.org/10.1021/acs.chemmater.7b02685
Ti0.9Mn0.1NiSn0.9Sb0.1,598,2636,-113.6,5.859,0.347200030498037,Expt,https://doi.org/10.1021/acs.chemmater.7b02685
ZrNiPb0.9Sn0.8Bi0.02,475,1618.42,-154.3,5.87,0.311801785063969,Expt,https://doi.org/10.1021/acs.chemmater.6b04898
Ti0.98Al0.02O2,296,19.9,-376,5.875,0.01417465856,Expt,https://doi.org/10.1021/jp302652c
ZrNiPb0.92Sn0.6Bi0.02,303,3333.33,-97,5.9,0.161069160964576,Expt,https://doi.org/10.1021/acs.chemmater.6b04898
ZrNiPb0.94Sn0.4Bi0.02,303,3764.5,-85.24,5.9187,0.140026580893872,Expt,https://doi.org/10.1021/acs.chemmater.6b04898
Zn0.95Cd0.05Sc0.02O1.03,673,160,-110,5.92,0.0220089189189189,Expt,10.1039/c6ta03126a
Ti0.97Mn0.03NiSn0.97Sb0.03,297,1437.09,-95.57,5.94,0.065629205037705,Expt,https://doi.org/10.1021/acs.chemmater.7b02685
ZrNiPb0.96Sn0.2Bi0.02,673,2582.98,-141.2,5.95,0.582490082403657,Expt,https://doi.org/10.1021/acs.chemmater.6b04898
Zn0.97Al0.03O,573,408,-85,5.96,0.0283404261744966,Expt,https://doi.org/10.1016/j.jpcs.2010.06.006
Ti0.925Mn0.075NiSn0.925Sb0.075,697,2158.94,-114.81,5.9664,0.332445469471282,Expt,https://doi.org/10.1021/acs.chemmater.7b02685
CoGeTe,551,71.81,-140,5.97,0.0129902726298157,Expt,https://doi.org/10.1021/acs.inorgchem.1c01538
Mg2Sn0.99Sb0.01,350,3491.07,-113.2,6,0.260956551548,Expt,https://doi.org/10.1021/acsami.0c17462
ZrNiPb0.995Bi0.005,673,814.83,-225,6.033,0.458,Expt,https://doi.org/10.1021/acs.chemmater.6b04898
Ti0.95Mn0.05NiSn0.95Sb0.05,498,2166,-126.5,6.05,0.285307686,Expt,https://doi.org/10.1021/acs.chemmater.7b02685
VFeSb,400,1135.54,-188.8,6.072,0.266645737401845,Expt,https://doi.org/10.1021/acs.chemmater.0c01189
Ti0.9Mn0.1NiSn0.9Sb0.1,498,2920.53,-100.97,6.0872,0.243589271123754,Expt,https://doi.org/10.1021/acs.chemmater.7b02685
CoSb3.0,373,31.25,-218,6.1,0.00908117418032787,Expt,https://doi.org/10.1016/S0925-8388(00)01275-5
Co0.99Ni0.01GeTe,394,521.28,-131.49,6.1136,0.0580838927521728,Expt,https://doi.org/10.1021/acs.inorgchem.1c01538
Ti0.98Mn0.02NiSn0.98Sb0.02,297,1622.52,-107.676,6.1275,0.091180299800831,Expt,https://doi.org/10.1021/acs.chemmater.7b02685
NbCoSn0.9Sb0.1,430,1400,-99.62,6.177,0.0967190372154768,Expt,https://doi.org/10.1021/acsaem.1c02293
ZrNiPb0.993Bi0.007,673,1028.72,-213.47,6.215,0.505,Expt,https://doi.org/10.1021/acs.chemmater.6b04898
Ti0.925Mn0.075NiSn0.925Sb0.075,598,2357.62,-106.16,6.221,0.255409242710051,Expt,https://doi.org/10.1021/acs.chemmater.7b02685
Ti0.99Mn0.01NiSn0.99Sb0.01,297,887.42,-127.14,6.2349,0.0683314416414651,Expt,https://doi.org/10.1021/acs.chemmater.7b02685
Co0.95Ni0.05GeTe,327,1716.93,-44.26,6.25,0.0175971827238054,Expt,https://doi.org/10.1021/acs.inorgchem.1c01538
FeVSb,700,440,-238,6.3,0.266,Expt,10.1007/s11664-016-4804-y
Ti0.95Mn0.05NiSn0.95Sb0.05,398,2377.48,-108.32,6.328,0.175448951223731,Expt,https://doi.org/10.1021/acs.chemmater.7b02685
Co0.97Ni0.03GeTe,327,909.57,-81.28,6.333,0.0310271426398954,Expt,https://doi.org/10.1021/acs.inorgchem.1c01538
ZrNiPb0.96Sn0.2Bi0.02,475,3511.2,-110.9,6.3415,0.323459769679098,Expt,https://doi.org/10.1021/acs.chemmater.6b04898
Ti0.9Mn0.1NiSn0.9Sb0.1,398,3205.3,-87.135,6.4027,0.151277337876362,Expt,https://doi.org/10.1021/acs.chemmater.7b02685
ZrNiPb0.9Sn0.8Bi0.02,303,1900,-123.5,6.439,0.136367764016152,Expt,https://doi.org/10.1021/acs.chemmater.6b04898
Ti0.925Mn0.075NiSn0.925Sb0.075,498,2556.29,-97.514,6.45,0.18767814063017,Expt,https://doi.org/10.1021/acs.chemmater.7b02685
CoGeTe,478,61.2,-171.1,6.4545,0.0132683443063909,Expt,https://doi.org/10.1021/acs.inorgchem.1c01538
FeVSb,600,521,-235,6.5,0.277,Expt,10.1007/s11664-016-4804-y
Zn0.9Cd0.1Sc0.02O1.03,373,555,-80,6.5,0.0203830153846154,Expt,10.1039/c6ta03126a
ZrNiPb0.99Bi0.01,673,1290.2,-189.4,6.51,0.478465978507773,Expt,https://doi.org/10.1021/acs.chemmater.6b04898
Zn0.85Cd0.15Sc0.02O1.03,373,198,-59,6.583,0.00390529810116968,Expt,10.1039/c6ta03126a
Zn0.9Cd0.1Sc0.03O1.045,373,526,-83.2,6.6,0.0205777218715152,Expt,10.1039/c6ta03126a
Zn0.97Al0.03O,473,450,-78,6.7,0.0193280507462687,Expt,https://doi.org/10.1016/j.jpcs.2010.06.006
Ti0.95Mn0.05NiSn0.95Sb0.05,297,2556.29,-93.19,6.7047,0.0983390126755663,Expt,https://doi.org/10.1021/acs.chemmater.7b02685
NbCoSn0.9Sb0.1,338,1490.78,-85.7,6.708,0.0551694745847287,Expt,https://doi.org/10.1021/acsaem.1c02293
VFeSb,350,1298.19,-179.6,6.747,0.217224225917296,Expt,https://doi.org/10.1021/acs.chemmater.0c01189
Zn0.95Cd0.05Sc0.02O1.03,573,168,-100,6.75,0.0142613333333333,Expt,10.1039/c6ta03126a
Zn0.875Cd0.125Sc0.02O1.03,300,428.57,-73.5,6.75,0.0102899657,Expt,10.1039/c6ta03126a
Ti0.925Mn0.075NiSn0.925Sb0.075,398,2834.44,-85.19,6.7718,0.120899207398964,Expt,https://doi.org/10.1021/acs.chemmater.7b02685
Zn0.9Cd0.1Sc0.04O1.06,373,440,-93,6.8,0.0208746158823529,Expt,10.1039/c6ta03126a
ZrNiSn0.98Bi0.02,673,541,-211,6.8455,0.236794747688262,Expt,https://doi.org/10.1021/acs.chemmater.6b04898
Ti0.9Mn0.1NiSn0.9Sb0.1,297,3476.82,-74.81,6.859,0.0842552871705933,Expt,https://doi.org/10.1021/acs.chemmater.7b02685
CoSb3.0,323,35.71,-224,6.9,0.00838763104463768,Expt,https://doi.org/10.1016/S0925-8388(00)01275-5
Co0.99Ni0.01GeTe,327,571.81,-115.11,6.9545,0.0356253955646219,Expt,https://doi.org/10.1021/acs.inorgchem.1c01538
ZrNiPb0.995Bi0.005,475,1019.1,-209,7.124,0.296810371596013,Expt,https://doi.org/10.1021/acs.chemmater.6b04898
Ti0.925Mn0.075NiSn0.925Sb0.075,297,3000,-72.216,7.1275,0.0651939562889653,Expt,https://doi.org/10.1021/acs.chemmater.7b02685
NbCo0.94Ni0.06Sn,697,1283.72,-85.59,7.2024,0.0910063929011941,Expt,https://doi.org/10.1021/acsami.1c08127
FeVSb,500,720,-232,7.22,0.268374515235457,Expt,10.1007/s11664-016-4804-y
ZrNiPb0.985Bi0.015,673,1945.07,-149.8,7.24,0.405728355106138,Expt,https://doi.org/10.1021/acs.chemmater.6b04898
NbCo0.9Ni0.1Sn,600,783.33,-170.59,7.2738,0.188036341459812,Expt,https://doi.org/10.1021/acsami.1c08127
ZrNiPb0.98Bi0.02,673,2305,-146.94,7.33,0.456943064869768,Expt,https://doi.org/10.1021/acs.chemmater.6b04898
CoGeTe,394,53.2,-184.6,7.341,0.00973007131627843,Expt,https://doi.org/10.1021/acs.inorgchem.1c01538
Cu0.98Pd0.02FeS2,300,93.05,-306.87,7.386,0.0355907545554224,Expt,https://doi.org/10.1021/acs.jpcc.0c06490
Zn0.97Al0.03O,373,490,-68,7.4,0.0114206551351351,Expt,https://doi.org/10.1016/j.jpcs.2010.06.006
NbCo0.92Ni0.08Sn,600,1265.12,-105,7.4524,0.11229629112769,Expt,https://doi.org/10.1021/acsami.1c08127
